id_bat;len_occ_brat;len_occ_db;miss_db;miss_brat;miss_all;max_nomen;miss_nomen_db;miss_area;miss_nomen_brat;nomen_brat;nomen_db;geometry
45794;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151934.768999997 172745.663842421, 151937.949999997 172748.50084242, 151939.019999997 172749.450842422, 151945.997397062 172741.598103351, 151947.331866062 172740.086357124, 151943.111999997 172736.320842423, 151941.9221689 172737.653287818, 151941.761115394 172737.833645353, 151934.768999997 172745.663842421))
3335;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151913.239999997 172726.42084242, 151917.569999998 172730.280842422, 151923.781317702 172723.321069535, 151924.789999998 172722.190842422, 151922.429999997 172720.09084242, 151924.379999998 172717.900842423, 151922.299999998 172716.060842422, 151920.180812934 172718.484107099, 151913.239999997 172726.42084242))
9291;1;0;1;0;1;1;['01'];216.24;[];['01'];[];POLYGON ((151694.201725479 172478.765255781, 151696.359999998 172484.170842422, 151705.988233734 172480.494607723, 151707.359999998 172479.970842422, 151708.159999998 172479.700842422, 151707.239999998 172476.970842421, 151708.509999998 172476.540842421, 151707.709999998 172474.530842423, 151706.171735291 172475.013039357, 151704.732380109 172475.464231303, 151694.201725479 172478.765255781))
70499;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151737.899999998 172570.630842421, 151741.129999998 172576.17084242, 151752.281588775 172569.485968612, 151753.309828307 172568.869585453, 151754.639999998 172567.980842422, 151754.589999998 172567.880842421, 151753.079999998 172565.140842421, 151750.659999998 172566.480842421, 151749.359999998 172564.110842421, 151737.899999998 172570.630842421))
54371;2;1;1;0;1;2;['05'];78.11;[];['05', '01'];['01'];POLYGON ((151685.289999998 172431.090842421, 151684.899999998 172437.370842422, 151694.126194881 172437.60702082, 151697.009999998 172437.680842423, 151700.499999998 172437.660842423, 151700.489999998 172435.230842422, 151700.503320051 172434.616924863, 151695.731727153 172434.436770644, 151695.909425272 172432.135376058, 151695.658048211 172432.110650442, 151694.711257934 172432.01752353, 151685.289999998 172431.090842421))
87347;1;0;1;0;1;1;['01'];72.33;[];['01'];[];POLYGON ((151690.909999998 172326.410842423, 151692.169999998 172325.670842423, 151685.099999998 172313.680842422, 151710.689999998 172298.610842425, 151709.939999998 172297.330842422, 151682.869999998 172312.870842423, 151683.50556196 172313.941179359, 151690.909999998 172326.410842423))
86867;2;1;1;0;1;2;['07'];72.46;[];['07', '01'];['01'];POLYGON ((151715.659999998 172528.320842423, 151718.215999998 172533.722842422, 151727.187340825 172529.202546996, 151728.579999998 172528.500842422, 151729.229999998 172528.200842422, 151726.668219251 172522.944702758, 151726.459999998 172523.050842421, 151723.966036689 172524.267804147, 151715.659999998 172528.320842423))
63840;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151712.989999998 172522.640842421, 151715.659999998 172528.320842423, 151723.966036689 172524.267804147, 151726.459999998 172523.050842421, 151724.039999998 172517.700842422, 151722.704693636 172518.297802912, 151712.989999998 172522.640842421))
50464;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151726.695999998 172549.864842422, 151729.233999998 172554.695842422, 151737.681143916 172550.091758855, 151738.046980336 172549.892361109, 151745.039999998 172546.08084242, 151744.949999998 172545.910842421, 151744.349999998 172546.230842422, 151741.989999998 172541.750842421, 151740.789999998 172542.390842423, 151726.695999998 172549.864842422))
84570;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151788.613999998 172614.013842422, 151791.183999998 172616.275842423, 151791.423999998 172616.13484242, 151795.419999998 172619.66284242, 151796.36328626 172618.594431297, 151801.727679156 172612.518463407, 151803.199999998 172610.850842422, 151801.409999998 172609.27084242, 151800.639999998 172609.27084242, 151793.699999998 172603.140842422, 151793.699999998 172602.280842422, 151792.119999998 172600.880842419, 151784.087999998 172609.982842422, 151786.245999998 172611.886842422, 151786.475999998 172611.756842421, 151788.792999998 172613.814842422, 151788.613999998 172614.013842422))
9948;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151705.980250637 172425.106700893, 151707.415572678 172425.332559935, 151706.912739799 172423.693474848, 151706.308085705 172423.538654863, 151705.980250637 172425.106700893))
13142;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151845.184999998 172666.03884242, 151849.226999998 172669.63084242, 151855.35226364 172662.821141417, 151856.183586862 172661.896926085, 151858.059999998 172659.810842421, 151858.189999998 172659.650842423, 151854.049999998 172656.000842422, 151853.929999998 172656.130842421, 151851.996552129 172658.321420064, 151845.184999998 172666.03884242))
12413;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151955.979999997 172764.610842421, 151952.966999997 172768.064842422, 151955.136999997 172769.954842421, 151955.196999997 172771.16484242, 151955.786999998 172771.56484242, 151956.696999997 172771.31484242, 151957.226999997 172771.773842422, 151960.721413862 172768.051197634, 151964.269999997 172764.27084242, 151965.909999997 172762.42084242, 151961.759999997 172758.760842421, 151959.781175551 172760.763631868, 151955.979999997 172764.610842421))
82363;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151904.609999998 172718.780842422, 151905.269999998 172719.360842422, 151907.059999998 172720.920842421, 151907.149999998 172721.00084242, 151908.809999998 172722.460842422, 151908.949999998 172722.58084242, 151915.109831409 172715.657772524, 151915.870337745 172714.80304701, 151917.575371658 172712.886776336, 151913.339999998 172709.120842421, 151911.50982807 172711.145981118, 151904.609999998 172718.780842422))
73041;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151898.017999998 172692.66584242, 151898.679999998 172691.890842419, 151894.399999998 172688.110842422, 151892.141999998 172690.650842421, 151890.629999998 172692.395842421, 151883.699999998 172700.390842421, 151888.069999998 172704.310842421, 151895.074999998 172696.110842421, 151898.017999998 172692.66584242))
19972;1;0;1;0;1;1;['01'];3.64;[];['01'];[];POLYGON ((151899.052190598 172667.021997725, 151897.846879727 172668.630943541, 151899.294337838 172669.715278997, 151900.499648709 172668.106333182, 151899.052190598 172667.021997725))
53494;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151987.718999997 172791.566842421, 151987.814999997 172791.478842421, 151983.328999997 172787.805842419, 151975.952999997 172795.35684242, 151977.455999997 172796.65384242, 151977.664999997 172796.832842421, 151977.271999997 172797.287842421, 151978.943999997 172798.720842421, 151979.334999997 172798.26584242, 151979.941999997 172798.785842421, 151986.876999997 172792.348842421, 151987.718999997 172791.566842421))
50468;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151866.439999998 172684.93184242, 151870.799999998 172688.810842421, 151870.940595428 172688.652437095, 151876.940359172 172681.892654557, 151877.848046046 172680.869986642, 151879.009999998 172679.56084242, 151879.429999998 172679.09084242, 151879.329999998 172679.000842421, 151875.139999998 172675.310842421, 151873.43411045 172677.197320965, 151866.582037908 172684.774768085, 151866.439999998 172684.93184242))
90111;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151879.309999998 172696.450842421, 151881.269999998 172698.21084242, 151881.489999998 172698.410842421, 151881.549999998 172699.250842421, 151882.379999998 172699.21084242, 151882.609999998 172699.410842421, 151883.699999998 172700.390842421, 151890.629606778 172692.395973725, 151892.14177953 172690.651340447, 151887.859999998 172686.870842421, 151886.353417456 172688.558919701, 151879.309999998 172696.450842421))
36072;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151993.853999997 172797.087842421, 151992.168999997 172795.35884242, 151992.136999997 172795.39084242, 151984.604999997 172802.781842422, 151986.456999997 172804.60984242, 151985.964999997 172805.107842422, 151987.672999997 172806.794842419, 151988.163999997 172806.295842421, 151988.593999997 172806.720842422, 151995.390999997 172800.173842422, 151996.181999997 172799.411842421, 151997.439999997 172798.300842421, 151997.289999997 172798.150842421, 151997.329999997 172797.870842421, 151997.369999997 172797.59084242, 151997.349999997 172797.320842421, 151997.249999997 172797.010842421, 151997.089999997 172796.720842421, 151996.869999997 172796.480842421, 151996.629999997 172796.300842421, 151996.349999997 172796.170842421, 151996.059999997 172796.070842421, 151995.739999997 172796.01084242, 151995.409999997 172796.00084242, 151995.069999997 172795.990842421, 151993.853999997 172797.087842421))
13454;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151904.673999998 172701.828842421, 151904.729999998 172701.763842422, 151906.108999997 172700.174842421, 151906.719999998 172699.470842419, 151907.749999998 172698.310842421, 151903.739999998 172694.730842421, 151902.246999998 172696.418842421, 151902.091999998 172696.594842421, 151899.065999998 172700.01784242, 151898.330999998 172700.849842423, 151892.079999998 172707.920842421, 151896.179999998 172711.410842421, 151896.279999998 172711.50084242, 151903.184999998 172703.543842421, 151904.673999998 172701.828842421))
53261;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151962.399999997 172784.613842421, 151961.939999997 172785.310842421, 151963.759999997 172786.63084242, 151964.231999997 172785.93484242, 151966.533999997 172787.763842422, 151971.137039094 172782.705032757, 151973.386276309 172780.233086998, 151975.544180443 172777.861517677, 151978.41157756 172774.510913717, 151974.405369233 172771.082460119, 151972.377510976 172773.452048157, 151968.907892548 172777.333493856, 151966.888931232 172779.592096315, 151962.399999997 172784.613842421))
50460;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151840.795999996 172661.930684841, 151840.694999996 172662.048684841, 151845.184999996 172666.03968484, 151851.996552127 172658.322262485, 151853.929999996 172656.131684842, 151849.469999996 172652.191684844, 151849.262320022 172652.431975721, 151849.099999996 172652.291684842, 151840.795999996 172661.930684841))
71038;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151748.837999998 172578.733842421, 151752.706999998 172582.023842422, 151752.533999998 172582.21484242, 151755.049999998 172584.436842419, 151755.229999998 172584.226842422, 151759.349999998 172587.862842421, 151760.32191889 172586.761834688, 151765.629599283 172580.749195973, 151767.119999998 172579.06084242, 151765.219999998 172577.370842421, 151764.529999998 172577.370842422, 151758.969999998 172572.460842421, 151758.719999998 172572.630842422, 151748.837999998 172578.733842421))
11945;1;0;1;0;1;1;['01'];5.57;[];['01'];[];POLYGON ((151959.2939396 172717.039162496, 151960.579004319 172715.570028061, 151958.432835541 172713.692755491, 151957.147770821 172715.161889927, 151959.2939396 172717.039162496))
19395;1;0;1;0;1;1;['01'];5.88;[];['01'];[];POLYGON ((151996.006635662 172747.91273091, 151994.582595571 172749.520678662, 151996.630558373 172751.334407454, 151998.054598463 172749.726459701, 151996.006635662 172747.91273091))
64608;1;0;1;0;1;1;['01'];6.84;[];['01'];[];POLYGON ((151941.576398571 172700.654734828, 151939.436804442 172698.866590162, 151937.864063945 172700.748443684, 151940.003658074 172702.536588349, 151941.576398571 172700.654734828))
37374;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151700.809999998 172495.290842421, 151703.229999998 172500.800842421, 151712.539819792 172496.796357087, 151715.639999998 172495.58084242, 151714.282960049 172492.351036477, 151712.341508655 172493.208590562, 151711.389999998 172490.820842422, 151711.239999998 172490.890842421, 151710.055061425 172491.390720631, 151700.809999998 172495.290842421))
53902;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151734.83692212 172565.361138974, 151737.899999998 172570.630842421, 151749.359999998 172564.110842421, 151749.229999998 172563.880842421, 151748.579999998 172564.320842422, 151745.789999998 172559.260842422, 151744.109999998 172560.180842422, 151743.132362987 172560.726987908, 151734.83692212 172565.361138974))
49991;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151853.617999998 172673.533842423, 151857.906999998 172677.34684242, 151864.684609739 172669.495048428, 151866.569999998 172667.310842421, 151862.309999998 172663.560842421, 151860.487091761 172665.65240522, 151859.546160047 172666.732008531, 151853.617999998 172673.533842423))
52383;2;1;1;0;1;2;['07'];84.72;[];['07', '01'];['01'];POLYGON ((151887.859999998 172686.870842421, 151888.952999998 172685.662842421, 151888.798999998 172685.522842423, 151884.826999998 172681.927842421, 151884.578999998 172681.703842421, 151883.178999998 172683.235842423, 151882.205999998 172684.369842421, 151881.800999998 172684.840842421, 151881.157999998 172685.590842422, 151875.089999998 172692.66084242, 151876.089999998 172693.560842422, 151876.149999998 172694.63084242, 151877.269999998 172694.62084242, 151879.229999998 172696.380842421, 151879.309999998 172696.450842421, 151886.352999998 172688.558842423, 151887.859999998 172686.870842421))
10055;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151686.569999998 172455.220842422, 151688.609999998 172463.030842423, 151698.869999998 172459.939842422, 151697.739999998 172456.180842422, 151702.799999998 172455.080842423, 151702.129999998 172452.000842422, 151697.619999998 172452.930842421, 151696.925059184 172453.07486183, 151686.569999998 172455.220842422))
58807;1;0;1;0;1;1;['01'];8.89;[];['01'];[];POLYGON ((151864.103668732 172646.72394011, 151866.511376909 172648.493102515, 151868.273556222 172646.094897841, 151865.865848045 172644.325735437, 151864.103668732 172646.72394011))
56419;1;0;1;0;1;1;['01'];9.82;[];['01'];[];POLYGON ((151969.609999997 172722.900842421, 151966.439999997 172720.130842421, 151964.859999997 172721.930842421, 151967.619999997 172724.340842421, 151967.929999997 172723.980842421, 151968.339999997 172724.350842419, 151969.609999997 172722.900842421))
33638;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151849.226999998 172669.63084242, 151853.617999998 172673.533842423, 151859.546160047 172666.732008531, 151860.487091761 172665.65240522, 151862.309999998 172663.560842421, 151861.309999998 172662.680842421, 151858.059999998 172659.810842421, 151856.183586862 172661.896926085, 151855.35226364 172662.821141417, 151849.226999998 172669.63084242))
92526;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151720.907999998 172538.848842422, 151723.780999998 172544.317842422, 151733.352667986 172539.447653798, 151734.026929765 172539.104580674, 151734.900999998 172538.659842422, 151732.279999998 172533.280842423, 151730.632746188 172534.084076896, 151729.926008055 172534.430352408, 151720.907999998 172538.848842422))
5831;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((151899.065999998 172700.01784242, 151902.091999998 172696.594842421, 151902.246999998 172696.418842421, 151898.017999998 172692.66584242, 151895.074999998 172696.110842421, 151888.069999998 172704.310842421, 151891.539999998 172707.43084242, 151892.079999998 172707.920842421, 151898.330999998 172700.849842423, 151899.065999998 172700.01784242))
68329;3;3;1;1;2;3;['09'];215.0;['01'];['09', '05', '02'];['05', '01', '02'];POLYGON ((149910.04 168039.000842439, 149905.16 168029.010842439, 149905.7316 168028.605642439, 149907.05 168027.670842438, 149900.59 168023.490842438, 149906.58 168014.250842439, 149906.05 168013.550842439, 149905.51 168012.850842438, 149904.97 168012.150842439, 149904.37 168011.350842438, 149903.77 168010.570842438, 149903.11 168009.840842438, 149902.55 168009.310842439, 149901.96 168008.820842438, 149901.32 168008.420842438, 149900.67 168008.170842438, 149899.99 168008.000842438, 149899.31 168007.83084244, 149898.95 168007.220842437, 149895.5738 168009.825542438, 149893.48 168011.440842438, 149892.39 168012.280842438, 149891.37 168013.070842438, 149889.8289 168014.098242438, 149888.4 168015.050842439, 149883.0191 168017.910342438, 149880.8473 168019.064542437, 149879.33 168019.870842438, 149893.41 168048.180842438, 149894.8704 168047.358142438, 149897.0062 168046.154942437, 149903.6446 168042.415242437, 149904.54 168041.910842438, 149906.4 168040.930842437, 149910.04 168039.000842439))
68201;3;2;1;0;1;3;['09'];306.39;[];['09', '01', '03'];['01', '03'];POLYGON ((149419.090000001 168752.020842436, 149424.110000001 168744.310842435, 149416.540000001 168739.130842436, 149412.260000001 168739.870842435, 149409.057000001 168740.518842436, 149406.274000001 168744.691842435, 149403.763000001 168742.986842434, 149408.273000001 168736.331842438, 149411.260000001 168731.990842436, 149398.074000001 168723.064842436, 149385.238000001 168742.751842436, 149389.923000001 168745.793842436, 149398.409000001 168751.304842437, 149398.960000001 168751.661842436, 149406.587000001 168756.614842436, 149408.682000001 168757.975842435, 149413.280000001 168760.960842436, 149419.090000001 168752.020842436))
79743;2;1;1;0;1;2;['09'];462.53;[];['09', '01'];['01'];POLYGON ((149530.570000001 168860.520842435, 149543.900000156 168869.360842595, 149552.640000001 168875.200842435, 149555.900000001 168873.030842436, 149558.180000001 168871.510842433, 149561.500000001 168869.070842437, 149566.980000168 168865.030842781, 149570.338000001 168862.554842436, 149569.949 168862.095842435, 149568.376000001 168863.255842433, 149549.513000001 168841.007842437, 149551.012000001 168839.760842436, 149550.624000001 168839.302842437, 149546.54000024 168842.700842735, 149544.229999721 168839.900842309, 149543.340000001 168840.720842436, 149533.390000001 168856.010842436, 149530.570000001 168860.520842435))
92514;1;2;1;2;3;2;['10'];2985.44;['13', '11'];['10'];['13', '11'];POLYGON ((149321.498000001 168840.280842437, 149334.855808567 168848.951661376, 149340.684997168 168852.735503728, 149345.700000475 168855.990842186, 149347.939999551 168852.670842197, 149337.960000001 168846.260842435, 149338.650000001 168845.180842435, 149339.000000001 168845.130842435, 149339.150000001 168844.890842436, 149339.410000001 168844.490842436, 149341.490000001 168841.250842435, 149350.090000001 168846.770842435, 149350.960000001 168845.420842435, 149351.850000001 168845.800842435, 149352.740000001 168846.170842435, 149353.640000001 168846.380842434, 149354.490000001 168846.350842435, 149355.360000001 168846.180842434, 149356.170000001 168845.900842437, 149357.030000001 168845.380842436, 149357.820000001 168844.710842434, 149358.610000001 168844.040842435, 149373.550000001 168853.800842436, 149376.050000001 168849.970842436, 149376.360000001 168850.380842435, 149376.670000001 168850.780842436, 149377.010000001 168851.160842435, 149377.530000001 168851.620842434, 149378.100000001 168852.030842436, 149378.700000001 168852.370842435, 149379.510000001 168852.680842435, 149380.360000001 168852.880842435, 149381.220000001 168853.080842436, 149385.570000001 168846.410842435, 149364.152000001 168832.457842435, 149361.500000001 168830.730842435, 149353.990000474 168842.260842535, 149348.470000493 168838.670842458, 149330.287000001 168826.830842436, 149321.498000001 168840.280842437))
65245;4;2;2;0;2;4;['07', '10'];551.18;[];['07', '05', '03', '10'];['05', '03'];POLYGON ((149430.792000001 168934.922842436, 149440.420000001 168941.420842433, 149450.710000001 168947.770842434, 149451.280000001 168948.580842433, 149457.244701067 168956.809700554, 149458.565490138 168955.839093756, 149463.916853935 168951.906543296, 149470.405675662 168947.138110455, 149468.807705542 168944.914032049, 149463.970000021 168938.180842209, 149469.920000266 168933.990842504, 149459.568762202 168927.166431801, 149458.180000001 168926.250842434, 149456.945828841 168925.455966255, 149446.341081791 168918.625908166, 149445.175822509 168917.875415148, 149444.317364964 168917.322519836, 149442.936000001 168916.432842434, 149430.792000001 168934.922842436))
23294;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((149826.51 168329.230842438, 149812.622 168350.568842438, 149812.027 168351.772842436, 149811.728 168353.081842437, 149811.743 168354.424842436, 149812.07 168355.727842436, 149812.691 168356.918842436, 149813.573 168357.931842435, 149828.443 168374.843842437, 149840.281326077 168364.379668734, 149837.54 168361.260842437, 149837.22 168360.980842438, 149837.05 168360.890842437, 149836.87 168360.860842437, 149836.68 168360.870842438, 149836.51 168360.900842438, 149836.31 168361.000842436, 149836.13 168361.140842437, 149835.95 168361.270842436, 149834.44 168362.600842436, 149827.35 168354.520842437, 149827.05 168352.380842438, 149830.74 168352.270842438, 149830.67 168349.850842437, 149833.92 168344.750842437, 149844.07 168351.220842437, 149851.12 168355.710842437, 149854.361448035 168351.054025345, 149846.98433565 168346.331857418, 149848.749293531 168343.513820327, 149844.65205344 168340.741549064, 149826.51 168329.230842438))
93697;2;1;1;0;1;2;['05'];750.8199999999999;[];['05', '01'];['01'];POLYGON ((149704.617299997 168606.833184875, 149706.577299998 168607.638684872, 149712.661899999 168593.516984871, 149713.213399999 168592.23868487, 149714.295000002 168589.731684874, 149709.899999999 168581.950684873, 149708.829999999 168580.196684875, 149707.950000003 168579.091684873, 149707.210000001 168578.49168487, 149706.380000003 168578.00168487, 149705.5 168577.621684875, 149704.600000002 168577.411684874, 149703.670000002 168577.301684873, 149702.729999997 168577.201684872, 149696.733199999 168576.835584874, 149685.561499998 168576.153684874, 149673.933399998 168575.443884873, 149669.310000003 168575.161684875, 149669.079999999 168575.421684874, 149668.969999999 168575.331684871, 149668.229999997 168575.081684872, 149667.390000001 168575.001684872, 149666.619999998 168575.131684872, 149666.009999998 168575.431684874, 149665.439999998 168575.891684875, 149665.020000004 168576.441684875, 149664.810000003 168576.941684876, 149664.710000001 168577.431684873, 149664.689999998 168577.58168487, 149664.382 168577.55668487, 149661.847000003 168581.445684873, 149662.744999998 168582.03968487, 149664.957999997 168583.503684874, 149666.366999999 168584.434684871, 149667.487000004 168585.17568487, 149670.387000002 168587.09468487, 149673.619000003 168589.231684872, 149674.347999998 168589.713684876, 149677.579999999 168591.851684874, 149678.269000002 168592.313084872, 149680.391599998 168588.993884867, 149680.721500002 168589.378084872, 149681.111699999 168589.700984871, 149681.550899998 168589.953584875, 149682.0264 168590.128284873, 149682.524300002 168590.220284873, 149683.030500003 168590.226784873, 149683.530199998 168590.147684876, 149684.008900002 168589.985184873, 149684.4529 168589.743984872, 149684.361900002 168591.251684872, 149686.4036 168591.387584872, 149686.453900002 168591.029384873, 149688.355499998 168591.138484871, 149689.577100002 168593.133384873, 149691.196199999 168593.228584875, 149695.788800001 168593.498584872, 149696.092600003 168592.889484872, 149698.012599998 168593.943284872, 149697.641000003 168594.598684871, 149701.108199999 168600.776284872, 149702.474200003 168603.082684874, 149704.617299997 168606.833184875))
36169;2;2;0;0;0;2;[];0.0;[];['05', '01'];['05', '01'];POLYGON ((149569.301 168611.527842435, 149568.272900001 168610.848742435, 149566.691299998 168609.804142437, 149566.262599998 168609.520942438, 149564.659000002 168608.461842435, 149564.2024 168608.160642438, 149563.839000003 168607.920842438, 149561.600599998 168606.441942438, 149560.768 168605.891842434, 149560.272 168605.564842436, 149559.576399998 168605.105342438, 149559.347000004 168604.953842438, 149557.871 168603.978842437, 149557.660499997 168603.839842438, 149557.450000004 168603.700842435, 149547.474100002 168597.218642436, 149551.299800002 168591.34374244, 149542.947800004 168585.904942438, 149539.185199999 168591.830842434, 149537.890000002 168593.870842437, 149537.821300001 168593.979142437, 149536.556199999 168595.971942435, 149536.362000004 168596.277842437, 149535.54 168597.570842436, 149531.939999999 168603.240842434, 149529.343000003 168607.331842436, 149529.253399999 168607.473042436, 149528.472999998 168608.702842434, 149538.368000002 168615.123842436, 149560.541000002 168629.511842436, 149560.987999998 168629.772842438, 149561.432999998 168630.031842437, 149561.799999998 168630.173842436, 149562.247000002 168630.266842438, 149562.726000005 168630.306842437, 149563.169000001 168630.283842436, 149563.673000001 168630.167842436, 149564.165 168629.979842435, 149564.577000001 168629.734842438, 149564.893 168629.438842437, 149565.231 168628.994842436, 149565.417999999 168628.758842438, 149565.601000005 168628.529842435, 149573.659100005 168616.155542436, 149574.456000001 168614.931842438, 149573.086999997 168614.027842435, 149573.072300003 168614.018142436, 149572.961900004 168613.945242438, 149572.325499998 168613.524842436, 149570.931000003 168612.603842436, 149570.844499998 168612.546742434, 149569.639700003 168611.751442435, 149569.496200003 168611.656642437, 149569.301 168611.527842435))
2765;2;3;1;2;3;3;['16'];815.02;['20', '05'];['16', '03'];['20', '05', '03'];POLYGON ((149772.417499997 168471.296542436, 149776.337499999 168473.84204244, 149781.905299999 168465.267842436, 149786.056500003 168458.875142436, 149785.0964 168458.251742437, 149771.742200002 168449.579942438, 149771.219999999 168449.240842436, 149767.792000003 168447.02184244, 149763.884000003 168444.493842439, 149759.987999998 168441.972842437, 149755.049000002 168438.776842438, 149754.180699997 168439.964042436, 149742.757600002 168457.566242439, 149742.001999997 168458.761842437, 149743.249799997 168459.582342438, 149743.424000002 168459.696842435, 149745.487000003 168461.052842439, 149746.903999999 168461.983842435, 149755.965000004 168467.941842437, 149756.200999998 168468.096842438, 149758.553000003 168469.642842439, 149758.688299999 168469.731842436, 149762.6351 168463.653942436, 149767.660899997 168466.917542439, 149763.744000003 168472.949342436, 149769.090000004 168476.42084244, 149772.417499997 168471.296542436))
13269;1;2;0;1;1;2;[];0.0;['11'];['03'];['03', '11'];POLYGON ((149625.463 168257.081842437, 149626.41 168279.807842437, 149642.45 168279.050842437, 149643.58 168279.000842438, 149664.45999974 168278.160842027, 149664.379999565 168276.230842012, 149664.11096918 168270.529040117, 149663.400000436 168255.46084259, 149643.34 168256.350842438, 149641.41 168256.430842438, 149625.463 168257.081842437), (149649.22 168274.560842437, 149642.21 168274.920842437, 149642.04 168271.610842438, 149649.05 168271.250842437, 149649.22 168274.560842437))
13286;3;3;1;1;2;3;['07'];549.57;['01'];['07', '05', '03'];['05', '01', '03'];POLYGON ((149834.891 168316.510842436, 149845.807733953 168323.840077144, 149846.908218 168322.083719459, 149851.385865022 168324.943808638, 149862.394848273 168332.209676407, 149870.413414202 168337.519348283, 149880.34 168329.521842437, 149853.709 168295.459842437, 149853.529 168295.198842437, 149853.319 168294.960842436, 149852.581 168294.345842436, 149851.676 168294.019842437, 149850.714 168294.023842438, 149849.812 168294.356842437, 149849.078 168294.977842436, 149834.891 168316.510842436))
5563;1;1;0;0;0;1;[];0.0;[];['01'];['01'];POLYGON ((149872.536 168258.667842438, 149889.23 168269.830842436, 149889.64 168270.100842436, 149897.06 168274.870842437, 149900.24 168269.920842436, 149906.35 168273.590842438, 149910.97 168270.790842437, 149909.45 168268.060842437, 149913.1 168262.380842436, 149912.03 168261.690842438, 149915.8 168255.810842437, 149904.07 168248.280842437, 149903.46 168247.900842438, 149886.497 168237.250842437, 149872.536 168258.667842438))
15625;2;2;0;0;0;2;[];0.0;[];['05', '01'];['05', '01'];POLYGON ((149599.5545 168498.974342437, 149603.926007267 168492.883918354, 149639.064 168515.795842435, 149650.59 168498.390842435, 149632.938152311 168486.801458044, 149612.74870318 168473.546002252, 149607.391516645 168481.811389286, 149601.455642691 168490.96960979, 149597.22494297 168497.461615318, 149599.5545 168498.974342437))
59927;2;1;1;0;1;2;['09'];452.0;[];['09', '01'];['01'];POLYGON ((149497.350000001 168625.510842436, 149499.845000001 168621.688842435, 149486.374000001 168612.717842435, 149474.965000001 168605.274842436, 149457.918000001 168631.353842437, 149469.980000001 168639.240842436, 149472.446000001 168640.850842436, 149482.630000001 168647.500842436, 149497.120000001 168625.360842437, 149497.350000001 168625.510842436))
