id_bat;nomen_miss;miss_area
7492494.0;06;104.0
7528738.0;01;181.26
7528914.0;01;353.62
7528958.0;01;22.02
7529372.0;01;390.0
7529372.0;09;60.0
7529492.0;03;184.97
7529496.0;09;234.75
7529532.0;07;63.66
7529806.0;05;504.64
7529836.0;01;38.96
7529846.0;04;135.6
7529890.0;05;82.38
7530024.0;01;530.36
7530100.0;05;39.93
7530120.0;01;42.03
7530222.0;05;94.34
7530352.0;01;201.95
7530372.0;09;689.93
7530392.0;04;44.42
7530396.0;01;89.38
7530400.0;01;45.08
7530400.0;09;45.08
7530558.0;05;110.51
7530628.0;01;430.55
7530638.0;01;1128.8400000000001
7530710.0;01;49.65
7530712.0;01;49.77
7530948.0;09;678.03
7531206.0;05;52.92
7531222.0;01;54.04
7531486.0;05;236.01
7531536.0;01;222.32999999999998
7531746.0;05;3.76
7532034.0;01;20.28
7532050.0;01;7.82
7532266.0;06;587.02
7532500.0;03;406.72
7532580.0;06;595.38
7532658.0;03;62.19
7533082.0;01;130.22
7533082.0;09;100.0
7533086.0;05;497.31000000000006
7533108.0;03;51.95
7554232.0;03;10000.0
7554344.0;04;524.0
7554626.0;01;44.0
7555898.0;01;32.0
7602297.0;01;160.0
7602413.0;01;162.0
7603045.0;09;1722.0
7603263.0;01;176.0
7603423.0;01;180.0
7603501.0;01;26.0
7603735.0;01;186.0
7604321.0;01;198.0
7622520.0;14;3.0
7622730.0;01;694.22
7622824.0;13;1017.3
7622914.0;03;33.0
7622924.0;01;35.76
7622950.0;14;2292.0
7622950.0;03;2253.0
7636058.0;04;774.76
7636772.0;04;442.0
7638264.0;13;1146.0
7639022.0;08;800.0
7641066.0;04;309.44
7677950.0;01;15.68
7678260.0;16;39.15
7678418.0;01;200.52
7678740.0;04;158.13
7679662.0;01;216.24
7679702.0;05;78.11
7679764.0;01;72.33
7679772.0;07;72.46
7680066.0;01;3.64
7680226.0;01;5.57
7680232.0;01;5.88
7680242.0;01;6.84
7680310.0;07;84.72
7680390.0;01;8.89
7680400.0;01;9.82
7682939.0;09;215.0
7682947.0;09;306.39
7682949.0;09;462.53
7682955.0;10;2985.44
7682963.0;10;275.59
7682963.0;07;275.59
7682967.0;05;750.8199999999999
7682973.0;16;815.02
7682979.0;07;549.57
7682987.0;09;452.0
7683007.0;07;1019.03
7683023.0;07;528.0
7683037.0;09;981.94
7683039.0;09;949.27
7683041.0;03;17528.93
7683055.0;01;516.01
7683065.0;09;286.78
7683075.0;16;10973.84
7683079.0;09;989.0
7683087.0;07;1300.0
7683109.0;07;299.1
7683111.0;03;1614.0200000000002
7683119.0;07;162.45
7683127.0;09;307.59
7683129.0;07;150.0
7683131.0;01;1754.1999999999998
7683131.0;07;100.04
7683139.0;03;483.88
7683141.0;01;323.11
7683151.0;13;1304.04
7683171.0;03;834.86
7683175.0;03;100.0
7683175.0;09;136.12
7683181.0;03;1326.04
7683183.0;03;253.64
7683205.0;10;250.0
7683215.0;03;1160.92
7683219.0;03;914.82
7683223.0;07;300.97
7683229.0;02;6302.38
7683275.0;09;222.5
7683285.0;09;232.0
7683289.0;02;422.87
7683307.0;09;175.0
7683313.0;09;439.61
7683323.0;16;275.0
7683323.0;10;275.0
7683323.0;07;125.0
7683339.0;03;194.0
7683355.0;03;530.36
7683363.0;07;541.0
7683371.0;01;516.47
7683373.0;02;4330.0
7683373.0;09;189.58
7683445.0;05;69.4
7683517.0;01;173.98
7683525.0;07;97.43
7683605.0;10;687.56
7683673.0;03;200.00000000000003
7683689.0;01;115.5
7683691.0;01;57.78
7683705.0;01;175.62
7683733.0;05;194.2
7683761.0;07;87.2
7683851.0;05;344.37
7683881.0;10;557.7400000000001
7683889.0;03;141.78
7683919.0;01;153.91
7683929.0;01;776.0
7683929.0;09;90.22
7683935.0;03;257.3
7683945.0;10;2.06
7683953.0;10;8.54
7683989.0;14;59.44
7684031.0;01;307.48
7684093.0;01;333.4
7684123.0;02;595.86
7684127.0;01;397.48
7684207.0;01;716.9
7684227.0;03;591.88
7684231.0;07;413.55999999999995
7684331.0;01;61.54
7684501.0;01;1543.4000000000003
7684541.0;06;402.56
7684549.0;06;409.37
7684691.0;01;89.76
7684767.0;03;118.75
7684799.0;07;152.07
7684839.0;03;671.05
7684945.0;01;236.16
7684945.0;05;78.72
7684951.0;03;100.33
7684999.0;03;90.11
7685011.0;03;90.24
7685067.0;01;204.36
7685067.0;03;102.18
7685077.0;01;119.91
7685095.0;01;120.36
7685119.0;09;225.94
7685137.0;01;765.25
7685147.0;01;473.76
7685151.0;07;2221.16
7685181.0;01;45.84
7685397.0;03;605.52
7685413.0;01;368.28
7685423.0;02;181.72
7685445.0;01;108.94
7685447.0;03;100.14
7685491.0;10;63.38
7685609.0;09;91.64
7685695.0;04;374.49
7685709.0;01;229.7
7685725.0;13;35.0
7685725.0;07;50.56
7685733.0;07;82.18
7685737.0;03;83.23
7685755.0;01;1817.0500000000002
7685795.0;01;74.18
7685811.0;01;67.56
7685897.0;03;92.21
7686023.0;06;827.1500000000001
7686029.0;09;254.53
7686047.0;05;38.97
7686049.0;03;74.61
7686087.0;01;206.28000000000003
7686113.0;01;82.06
7686119.0;01;82.17
7686197.0;01;209.68
7686239.0;07;105.61
7686287.0;01;191.97
7686341.0;01;42.7
7686351.0;07;131.46
7686353.0;01;88.02
7686431.0;01;249.45000000000002
7686447.0;05;186.36
7686497.0;03;213.02
7686497.0;07;106.51
7686509.0;05;106.72
7686513.0;05;106.9
7686547.0;03;329.53
7686551.0;02;737.12
7686563.0;02;1033.1399999999999
7686565.0;03;50.0
7686567.0;03;175.92
7686573.0;10;529.92
7686575.0;02;1404.64
7686613.0;01;92.4
7686735.0;01;94.05
7686743.0;03;94.2
7686761.0;01;430.16
7686791.0;16;108.18
7686803.0;13;357.39
7686829.0;01;526.04
7686891.0;03;148.68
7686969.0;01;168.42
7687001.0;03;94.7
7687003.0;03;189.54
7687049.0;01;218.38
7687111.0;01;185.65
7687115.0;07;148.89
7687131.0;01;603.71
7687137.0;06;711.88
7687141.0;03;376.12
7687165.0;14;51.13
7687173.0;01;51.51
7687275.0;02;381.32
7687317.0;01;70.0
7687321.0;01;109.75
7687361.0;03;269.46
7687375.0;03;135.21
7687413.0;01;194.85
7687437.0;20;191.24
7687575.0;01;96.32
7687617.0;03;556.4
7687693.0;08;580.39
7687787.0;05;318.21
7687923.0;01;2562.12
7687935.0;04;810.68
7713520.0;01;204.69
7713552.0;01;85.35
7713558.0;01;86.09
7713620.0;01;169.95
7713660.0;07;72.03
7713676.0;01;317.64
7713766.0;16;97.45
7713916.0;01;2.7
7713992.0;20;2115.06
7714010.0;16;743.27
7714022.0;01;4.03
7714068.0;04;912.32
7714072.0;04;980.55
7714076.0;03;960.0
7714078.0;04;1184.15
7714082.0;13;2494.1
7714108.0;05;66.72
7714148.0;03;673.32
7714148.0;04;1400.0
7714150.0;04;1803.67
7714172.0;01;6.73
7714220.0;03;1292.82
7714232.0;01;9.26
7714246.0;16;8.61
7714284.0;01;9.42
7714372.0;01;16.61
7714390.0;01;20.99
7714528.0;04;77.56
7714574.0;07;78.58
7714652.0;03;81.26
7714706.0;01;52.59
7755585.0;01;18.0
7755619.0;05;88.0
7755639.0;01;458.0
7755649.0;04;248.0
7755651.0;05;499.0
7755653.0;07;150.0
7755673.0;05;569.0
7755703.0;05;29.0
7755715.0;01;29.0
7755797.0;01;34.0
7755881.0;05;745.0
7755931.0;01;60.0
7755977.0;01;200.0
7756045.0;03;712.0
7756049.0;03;572.0
7756049.0;04;1439.0
7756061.0;05;6165.0
7756065.0;04;1832.0
7756135.0;01;124.0
7756139.0;03;2159.0
7756165.0;01;333.0
7756361.0;01;134.0
7756461.0;01;159.0
7756585.0;01;207.0
7756667.0;01;219.0
7756683.0;01;73.0
7756825.0;03;249.0
7756947.0;01;297.0
7756961.0;05;307.0
7756967.0;01;323.0
7756969.0;05;990.0
7757081.0;01;416.0
7759170.0;14;9.0
7759488.0;04;3917.0
7777671.0;01;4096.0
7777675.0;04;3402.0
7777683.0;09;3415.0
7777683.0;03;4415.0
7777689.0;09;182.0
7777703.0;01;227.64
7777711.0;01;230.09
7777829.0;04;228.0
7777875.0;04;323.24
7777877.0;03;646.0
7777919.0;04;360.0
7777975.0;01;1631.54
7777977.0;05;276.55
7777977.0;03;312.0
7778001.0;04;1123.0
7778017.0;01;996.58
7778047.0;04;564.0
7778059.0;01;1170.92
7778085.0;04;643.0
7778111.0;04;730.0
7778131.0;03;6146.0
7778167.0;01;3415.2300000000005
7778183.0;04;10840.0
7778207.0;04;29.0
7778209.0;03;14500.0
7778215.0;04;3716.0
7778219.0;05;700.0
7778221.0;16;2127.0
7778221.0;03;4254.0
7778227.0;03;300.0
7778227.0;04;2327.0
7778233.0;13;400.0
7778233.0;04;2281.0
7778283.0;03;219.0
7778865.0;03;424.55
7779193.0;01;134.13
7779577.0;01;59.23
7779643.0;01;150.0
7779713.0;09;151.0
7779749.0;01;59.93
7779877.0;09;154.0
7779931.0;01;61.59
7779937.0;01;61.89
7780163.0;01;159.22
7780207.0;01;15.36
7780327.0;01;80.0
7780455.0;04;187.0
7797754.0;01;104.67
7797870.0;03;202.5
7798824.0;01;121.62
7798974.0;01;71.69
7799818.0;01;20.88
7799818.0;05;10.44
7799848.0;04;12.06
7809094.0;04;43.0
7809558.0;10;1232.08
7809760.0;04;320.0
7809802.0;01;360.0
7809802.0;09;274.0
7810090.0;14;421.0
7810326.0;03;1293.0
7810334.0;03;200.0
7810334.0;04;438.86
7810564.0;01;232.0
7810874.0;01;228.83
7810926.0;13;563.45
7811060.0;05;92.41
7811314.0;01;230.94
7811314.0;05;76.98
7811430.0;03;400.68
7811440.0;01;201.08
7811484.0;13;744.89
7811488.0;03;1514.7
7811522.0;14;18.0
7811760.0;13;781.9
7811768.0;13;1646.28
7811782.0;04;923.85
7812030.0;13;1169.17
7812032.0;13;1175.93
7812044.0;04;1333.05
7812318.0;05;1661.0
7812532.0;04;134.09
7812774.0;13;99.83
7813152.0;09;39.0
7813360.0;01;287.63
7840424.0;03;5072.0
7840430.0;03;840.0
7840438.0;05;70.0
7840442.0;03;700.0
7840452.0;01;1.0
7840470.0;01;5.0
7840486.0;14;8.0
7840500.0;01;9.0
7840506.0;05;10.0
7840518.0;01;13.0
7840520.0;01;13.0
7840562.0;01;24.0
7840564.0;01;23.0
7840568.0;03;54.0
7840570.0;01;29.0
7840574.0;01;31.0
7840596.0;01;183.0
7840622.0;03;78.0
7840626.0;01;158.0
7840646.0;05;90.0
7840668.0;01;210.0
7840670.0;03;105.0
7840674.0;04;109.0
7840676.0;04;522.0
7840682.0;03;232.0
7840686.0;03;122.0
7840688.0;03;240.0
7840696.0;04;147.0
7840698.0;01;149.0
7840702.0;04;158.0
7840704.0;05;159.0
7840712.0;01;390.0
7840722.0;04;279.0
7840724.0;04;321.0
7840726.0;05;351.0
7840738.0;05;452.0
7840746.0;04;484.0
7840754.0;04;654.0
7840758.0;01;576.0
7840760.0;01;115.0
7840762.0;03;2840.0
7840778.0;03;265.0
7840778.0;04;1427.0
7840780.0;03;400.0
7844827.0;03;633.0
7845185.0;16;3592.0
7845185.0;03;940.0
7846735.0;03;262.0
7847043.0;03;632.0
7847167.0;03;884.0
7885749.0;14;4.0
7885775.0;01;18.0
7885811.0;01;39.0
7885813.0;01;39.0
7885877.0;04;83.0
7886003.0;01;48.0
7886015.0;04;84.0
7886161.0;01;52.0
7886185.0;04;110.0
7886307.0;01;56.0
7886441.0;04;378.0
7886503.0;01;41.0
7886785.0;01;9.0
7886925.0;05;314.0
7886925.0;03;314.0
7886949.0;01;10.0
7887083.0;05;441.0
7887097.0;05;642.0
7887099.0;04;644.0
7887107.0;03;460.0
7887111.0;04;637.0
7887119.0;14;11.0
7887153.0;01;26.0
7887229.0;04;228.0
7887277.0;03;70.0
7887277.0;04;832.0
7887283.0;04;505.0
7887285.0;03;1000.0
7887293.0;03;660.0
7887295.0;05;4430.0
7887325.0;04;14.0
7887367.0;01;31.0
7887471.0;03;2900.0
7890404.0;01;30.0
7890448.0;01;177.0
7890484.0;01;201.0
7890502.0;01;213.0
7890510.0;01;144.0
7890534.0;01;228.0
7890556.0;01;234.0
7890622.0;01;159.0
7890646.0;01;226.0
7890666.0;05;122.0
7890692.0;09;48.0
7890696.0;01;193.0
7890720.0;03;331.0
7890746.0;03;750.0
7890746.0;04;848.0
7890790.0;01;4.0
7890814.0;01;8.0
7890844.0;01;11.0
7892964.0;14;53.0
7893134.0;04;1929.0
7893138.0;03;246.0
7893266.0;14;80.0
7915047.0;03;218.36
7915163.0;03;260.76
7915229.0;01;291.11
7915229.0;03;406.11
7915265.0;01;216.1
7915295.0;01;207.51
7915457.0;03;142.43
7915469.0;03;143.6
7915491.0;03;421.44
7915499.0;03;212.97
7915503.0;05;427.06
7915579.0;04;46.9
7915589.0;01;161.35000000000002
7915731.0;03;145.08
7915787.0;03;371.94
7915801.0;09;240.44
7915819.0;02;1428.0
7915823.0;07;100.0
7915823.0;04;135.0
7915835.0;01;94.74
7915835.0;05;47.37
7915887.0;03;66.44
7915963.0;01;91.33
7916009.0;03;576.55
7916021.0;06;77.0
7916021.0;03;294.18
7916025.0;05;102.67
7916053.0;03;150.99
7916089.0;03;80.94
7916097.0;05;812.47
7916227.0;03;190.23
7916241.0;01;154.62
7916263.0;01;338.6
7916263.0;03;232.4
7916301.0;09;71.44999999999999
7916355.0;01;386.74
7916357.0;05;448.82
7916393.0;09;793.21
7916437.0;01;103.34
7916463.0;05;73.94
7916659.0;01;167.0
7916667.0;09;176.96
7916667.0;03;283.84
7916669.0;05;242.17
7916809.0;04;94.42
7916901.0;01;345.12
7916901.0;05;157.04
7916901.0;03;130.04
7916913.0;01;462.71
7916955.0;03;236.59
7916991.0;04;293.25
7917019.0;01;54.48
7917195.0;01;645.2
7917221.0;03;259.46
7917233.0;03;263.0
7917267.0;03;690.62
7917377.0;05;193.36
7917435.0;03;370.74
7917475.0;04;164.76
7917493.0;01;165.45
7917495.0;02;165.88
7917531.0;09;86.02
7917559.0;05;2713.39
7917565.0;03;2997.7200000000003
7917625.0;05;58.83
7917649.0;01;318.68
7917747.0;07;234.54
7917839.0;09;200.0
7918005.0;03;152.66
7918047.0;03;100.41
7918047.0;04;100.41
7918127.0;03;143.1
7918149.0;20;634.6
7918161.0;05;429.96
7918201.0;01;11553.539999999999
7918385.0;03;257.68
7918411.0;01;519.28
7918417.0;03;264.4
7918529.0;05;28.36
7918601.0;01;166.18
7918621.0;05;83.47
7918991.0;03;528.12
7918993.0;05;264.24
7918997.0;13;132.28
7919043.0;03;1313.32
7919073.0;01;376.02
7919079.0;01;1041.1000000000001
7919099.0;05;1174.92
7919143.0;05;37.08
7919289.0;01;318.06
7919299.0;03;106.25
7919329.0;03;135.13
7919335.0;03;135.37
7919347.0;01;679.05
7919379.0;03;20.0
7919389.0;09;192.87
7919433.0;13;12119.43
7919555.0;01;521.85
7919655.0;01;193.93
7919679.0;03;704.25
7919683.0;07;199.2
7919695.0;03;494.98
7919721.0;03;239.85
7919727.0;01;395.46
7919789.0;14;10.0
7956243.0;16;305.0
7956243.0;05;400.0
7956243.0;03;305.0
7956259.0;05;665.0
7956259.0;03;573.0
7956263.0;03;3456.0
7956493.0;16;190.0
7956493.0;05;883.0
7956493.0;03;190.0
7957111.0;09;135.0
7957591.0;09;234.0
7957591.0;03;702.0
