id_bat;area;level_all;SP;id_block;nomenclature;regroupement_fill;area_occ;source;date_insert;date_out
813389;156.35;4.0;640.3872602154042;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
404978;74.67;3.0;203.17500079375412;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
681474;76.99;3.0;209.8473738414383;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
200167;99.05;3.0;281.02205598451246;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
756388;102.87;3.0;308.60288219829187;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
49254;87.02;3.0;261.06257658240384;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
362748;91.96;3.0;250.23856028284305;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
719529;59.16;2.0;118.31298524727691;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
908747;87.44;2.0;160.6565149915429;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
749977;214.68;4.0;858.7252050545003;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
610038;78.06;4.0;312.24650225388785;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
708279;2.1;;2.1047175029786587;1033;01.50.00.00;logement;;annexe;2025-03-27 15:10;
786519;75.14;3.0;209.41113282953245;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
482055;69.26;3.0;170.6966247463201;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
420764;71.42;2.0;129.67996436810748;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
531223;69.08;2.0;115.96717471729325;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
88848;83.56;2.0;149.6076479833757;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
827435;71.22;2.0;132.5786317348946;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
816426;2.93;;2.9298089994889533;1033;01.50.00.00;logement;;annexe;2025-03-27 15:10;
409472;70.02;2.0;126.67863335899597;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
248083;99.24;5.0;460.4046472310797;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
934640;119.67;5.0;530.2387926522783;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
363335;93.34;4.0;373.3741680085704;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
351495;91.7;4.0;366.7835999959327;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
49513;94.81;4.0;379.23879998486905;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
914887;93.97;4.0;375.8787937817933;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
701871;90.24;4.0;360.9443904017668;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
787018;93.24;2.0;176.52213400697175;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
208189;96.6;2.0;182.31912729434777;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
651043;17.1;1.0;17.09795000284283;1031;01.50.00.00;logement;;annexe;2025-03-27 15:10;
311679;73.82;2.0;141.49273929247866;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
334223;15.97;1.0;15.96816830747642;1031;01.50.00.00;logement;;annexe;2025-03-27 15:10;
710233;81.64;2.0;163.26492796824184;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
2507;83.22;2.0;166.3908691539883;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
990415;176.25;5.0;743.5468791838332;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
738764;306.41;6.0;1753.15798556889;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
634507;32.45;1.0;32.44994999463971;1031;;;;;;
484488;193.75;6.0;1078.1704863058171;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
822149;182.16;6.0;1001.0465508959228;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
487186;96.37;2.0;182.8832090288936;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
943286;80.39;2.0;152.63313304613894;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
906273;77.89;2.0;148.67038950113775;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
516606;85.41;2.0;163.27346775987746;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
161305;79.05;2.0;150.62302074429613;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
288882;77.86;2.0;149.47288213047497;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
788989;214.49;5.0;1072.2884493078086;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
788989;214.49;5.0;1072.2884493078086;1031;03.00.00.00;bureau;200.0;ob40;2024-12-16 14:36:00;
89920;448.92;5.0;2244.503213261178;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
558146;550.81;4.0;1897.767810979456;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
558146;550.81;4.0;1897.767810979456;1031;11.07.00.00;équipements;;bxl_social;2024-09-18 15:52:00;
558146;550.81;4.0;1897.767810979456;1031;06.01.01.00;équipements;;petite_enfance;2024-09-18 15:53;
875145;2740.84;2.0;5040.923006006428;1035;05.00.00.99;commerce;;hub;2024-10-17 15:01:00;
875145;2740.84;2.0;5040.923006006428;1035;05.05.02.01;commerce;;hub;2024-10-17 15:01:00;
875145;2740.84;2.0;5040.923006006428;1035;04.02.01.00;industrie;5398.20805335715;oap;2024-11-14 15:12;
24971;1598.7;6.0;8220.5273137701;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
24971;1598.7;6.0;8220.5273137701;1031;07.02.04.00;équipements;;bxl_social;2024-09-18 15:52:00;
736446;84.36;2.0;161.9715404285668;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
624189;80.41;2.0;152.56160361101925;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
513239;80.41;2.0;153.6234535088961;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
822470;96.0;2.0;181.2665613817328;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
772728;93.88;2.0;178.292144993072;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
939313;167.62;6.0;988.2797636706526;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
103957;1528.42;5.0;5200.880765166925;1028;11.07.00.00;équipements;;bxl_social;2024-09-18 15:52:00;
103957;1528.42;5.0;5200.880765166925;1028;06.01.01.00;équipements;;petite_enfance;2024-09-18 15:53;
103957;1528.42;5.0;5200.880765166925;1028;03.00.00.00;bureau;4855.0;ob40;2024-12-16 14:36:00;
886032;363.86;5.0;1761.0199255354;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
148089;74.77;2.0;142.5206474298608;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
536325;63.03;2.0;120.50060610702562;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
462859;1010.67;5.0;3781.6755693181294;1028;03.00.00.00;bureau;;cada_fill;2025-01-01 00:01:00;
503099;2177.64;6.0;9861.662411904214;1028;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
503099;2177.64;6.0;9861.662411904214;1028;03.03.01.00;bureau;8183.0;ob40;2024-12-16 14:36:00;
571793;216.56;5.0;962.4102810080738;1031;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
673139;1089.97;4.0;3658.0964922547128;1035;11.07.00.00;équipements;;bxl_social;2024-09-18 15:52:00;
673139;1089.97;4.0;3658.0964922547128;1035;03.00.00.00;bureau;4138.0;ob40;2024-12-16 14:36:00;
673139;1089.97;4.0;3658.0964922547128;1035;03.00.00.00;bureau;;cada_fill;2025-01-01 00:01:00;
317500;1086.13;4.0;3689.3139830576833;1035;11.07.00.00;équipements;;bxl_social;2024-09-18 15:52:00;
317500;1086.13;4.0;3689.3139830576833;1035;03.00.00.00;bureau;4138.0;ob40;2024-12-16 14:36:00;
317500;1086.13;4.0;3689.3139830576833;1035;11.05.00.00;équipements;;poi;2025-04-08 12:47;
317500;1086.13;4.0;3689.3139830576833;1035;03.00.00.00;bureau;;cada_fill;2025-01-01 00:01:00;
14523;67.38;4.0;269.5060699527282;1035;03.00.00.00;bureau;;cada_fill;2025-01-01 00:01:00;
446415;1531.36;5.0;5100.525113647381;1028;05.05.07.05;commerce;;hub;2024-10-17 15:01:00;
446415;1531.36;5.0;5100.525113647381;1028;07.02.06.00;équipements;;bxl_social;2024-09-18 15:52:00;
446415;1531.36;5.0;5100.525113647381;1028;06.01.01.00;équipements;;bxl_social;2024-09-18 15:52:00;
446415;1531.36;5.0;5100.525113647381;1028;11.07.00.00;équipements;;bxl_social;2024-09-18 15:52:00;
446415;1531.36;5.0;5100.525113647381;1028;11.02.00.00;équipements;;bxl_social;2024-09-18 15:52:00;
446415;1531.36;5.0;5100.525113647381;1028;07.01.03.00;équipements;;famgb;2025-04-09 14:36;
446415;1531.36;5.0;5100.525113647381;1028;06.01.01.00;équipements;;petite_enfance;2024-09-18 15:53;
446415;1531.36;5.0;5100.525113647381;1028;03.00.00.00;bureau;3354.0;ob40;2024-12-16 14:36:00;
406401;1001.91;4.0;3269.4953129539977;1025;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
406401;1001.91;4.0;3269.4953129539977;1025;01.00.00.00;logement;;oip;2024-09-18 15:39;
642849;863.76;5.0;4217.101171263962;1212;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
642849;863.76;5.0;4217.101171263962;1212;05.02.04.02;commerce;;hub;2024-10-17 15:01:00;
642849;863.76;5.0;4217.101171263962;1212;07.01.03.00;équipements;;famgb;2025-04-09 14:36;
642849;863.76;5.0;4217.101171263962;1212;03.00.00.00;bureau;3700.0;ob40;2024-12-16 14:36:00;
984124;1423.51;2.0;2700.8071218077125;1212;03.03.02.00;bureau;2100.0;ob40;2024-12-16 14:36:00;
38480;163.23;2.0;203.5506720925152;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
38480;163.23;2.0;203.5506720925152;1033;05.06.02.09;commerce;;hub;2024-10-17 15:01:00;
66486;173.76;3.0;336.67465692471563;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
66486;173.76;3.0;336.67465692471563;1033;05.07.01.01;commerce;;hub;2024-10-17 15:01:00;
365304;97.51;4.0;322.025541461383;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
507086;85.12;3.0;199.4055072128602;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
95657;293.06;1.0;293.05943199673646;1033;01.50.01.00;logement;;cada_garage;2025-01-01 00:01:00;
48031;14.78;1.0;14.77578020307694;1033;01.50.00.00;logement;;annexe;2025-03-27 15:10;
400259;77.97;3.0;181.9602602146533;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
456322;60.56;3.0;157.89099167512785;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
515604;61.9;3.0;161.14346125417995;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
478278;75.09;3.0;188.637183877926;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
646416;74.2;3.0;184.50862636174625;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
854974;84.59;3.0;235.2105381854312;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
566447;323.71;1.0;323.7107500077854;1033;01.50.01.00;logement;;cada_garage;2025-01-01 00:01:00;
971101;34.51;1.0;34.51134999376279;1033;;;;;;
1583;29.05;1.0;29.04606322118302;1033;;;;;;
87056;134.18;3.0;392.02572009243806;1033;05.06.03.02;commerce;;hub;2024-10-17 15:01:00;
938746;77.36;3.0;180.9503527409665;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
938746;77.36;3.0;180.9503527409665;1033;05.08.05.06;commerce;;hub;2024-10-17 15:01:00;
873640;97.83;3.0;213.5048692104908;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
873640;97.83;3.0;213.5048692104908;1033;05.01.01.06;commerce;;hub;2024-10-17 15:01:00;
827606;151.94;4.0;376.762693801058;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
827606;151.94;4.0;376.762693801058;1033;05.06.02.06;commerce;;hub;2024-10-17 15:01:00;
228842;104.0;3.0;211.75138220784805;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
228842;104.0;3.0;211.75138220784805;1033;05.03.01.07;commerce;;hub;2024-10-17 15:01:00;
27477;73.0;3.0;204.00190231490413;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
27477;73.0;3.0;204.00190231490413;1033;05.01.04.01;commerce;;hub;2024-10-17 15:01:00;
899372;98.29;3.0;269.7081060793628;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
72834;76.94;4.0;255.69413348273363;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
267926;93.35;3.0;207.9887181848508;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
182123;91.95;4.0;328.37235588913234;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
64512;66.38;3.0;180.04616025528966;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
885322;496.5;9.0;4295.15305132235;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
885322;496.5;9.0;4295.15305132235;868;05.08.01.02;commerce;;hub;2024-10-17 15:01:00;
730373;127.09;9.0;1099.7492000587729;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
922973;293.57;9.0;2566.5670303096977;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
922973;293.57;9.0;2566.5670303096977;868;07.01.03.00;équipements;;famgb;2025-04-09 14:36;
922973;293.57;9.0;2566.5670303096977;868;03.00.00.00;bureau;110.0;ob40;2024-12-16 14:36:00;
23123;78.37;3.0;209.354059482308;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
529420;79.06;3.0;210.4537496128882;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
164679;2238.88;2.0;3812.264089535377;868;03.00.00.00;bureau;247.0;ob40;2024-12-16 14:36:00;
163306;80.55;3.0;215.95140124598424;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
46305;77.97;3.0;208.7693395657588;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
739102;2732.95;2.0;4487.546429895553;868;05.01.02.05;commerce;;hub;2024-10-17 15:01:00;
739102;2732.95;2.0;4487.546429895553;868;05.04.04.02;commerce;;hub;2024-10-17 15:01:00;
739102;2732.95;2.0;4487.546429895553;868;03.03.02.00;bureau;1101.0;oap;2024-11-14 15:12;
739102;2732.95;2.0;4487.546429895553;868;04.02.01.07;industrie;1000.0;oap;2024-11-14 15:12;
739102;2732.95;2.0;4487.546429895553;868;04.03.00.00;industrie;2792.0;oap;2024-11-14 15:12;
949190;60.45;3.0;181.3403475298268;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
191830;58.42;3.0;175.26134396692186;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
775579;72.68;3.0;195.214332136428;868;;;;;;
89187;69.11;3.0;185.2125026928878;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
249544;53.11;3.0;159.34165214594347;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
927989;55.19;3.0;165.55011114261302;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
538704;55.03;3.0;165.08170401537564;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
44854;57.44;3.0;172.30020680128882;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
738066;70.85;3.0;187.328761321312;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
291235;7.27;;7.272877768044083;868;01.50.00.00;logement;;annexe;2025-03-27 15:10;
793061;502.3;9.0;4360.312553808022;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
793061;502.3;9.0;4360.312553808022;868;07.01.03.00;équipements;;famgb;2025-04-09 14:36;
793061;502.3;9.0;4360.312553808022;868;03.00.00.00;bureau;440.0;ob40;2024-12-16 14:36:00;
793061;502.3;9.0;4360.312553808022;868;03.05.03.00;bureau;110.0;ob40;2024-12-16 14:36:00;
793061;502.3;9.0;4360.312553808022;868;03.05.05.00;bureau;110.0;ob40;2024-12-16 14:36:00;
767266;492.31;9.0;4319.31963583231;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
767266;492.31;9.0;4319.31963583231;868;03.03.01.00;bureau;128.0;ob40;2024-12-16 14:36:00;
776906;425.0;8.0;3096.437909182115;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
776906;425.0;8.0;3096.437909182115;868;05.08.05.01;commerce;;hub;2024-10-17 15:01:00;
570227;65.77;3.0;197.3165302168556;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
588421;57.03;3.0;171.09817859304238;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
766537;335.05;4.0;1319.7798306280174;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
831473;59.38;3.0;178.13044039740163;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
815100;358.05;4.0;1417.7327535268937;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
826114;306.94;8.0;2211.3116864372896;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
30363;69.29;3.0;245.02520388270852;868;;;;;;
501404;68.82;3.0;123.28203800733093;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
549745;57.37;3.0;172.11829898073785;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
7969;67.73;3.0;203.1983501353836;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
803705;916.26;3.0;2543.010299836012;868;03.00.00.00;bureau;200.0;ob40;2024-12-16 14:36:00;
602909;880.87;5.0;4145.652722595394;868;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
89683;63.58;1.0;63.58146014041807;1035;03.00.00.00;bureau;;cada_fill;2025-01-01 00:01:00;
71270;366.11;5.0;1692.916307217147;1035;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
968544;378.44;5.0;1729.72553239448;1035;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
890435;1625.5;1.0;1625.4998961945685;1035;04.02.01.00;industrie;3253.7919466428507;oap;2024-11-14 15:12;
531057;515.28;6.0;2839.656427274527;1035;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
781617;6325.44;1.0;6325.439303296876;1035;05.01.01.03;commerce;;hub;2024-10-17 15:01:00;
349499;318.41;1.0;318.4067834416287;1035;;;;;;
655880;261.75;3.0;591.595088348124;1035;05.08.06.08;;;hub;2024-10-17 15:01:00;
368379;518.51;5.0;2217.319945747181;1212;;;;;;
894513;3642.93;2.0;6786.404870548177;1035;;;;;;
267511;36.14;1.0;36.13787778935512;1035;;;;;;
69505;393.13;5.0;1734.3474264494712;1035;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
998616;5257.97;2.0;7856.0572953230385;1035;05.01.01.03;commerce;;hub;2024-10-17 15:01:00;
998616;5257.97;2.0;7856.0572953230385;1035;09.04.00.00;équipements;;osm_amenity_point;2024-11-14 15:17;
998616;5257.97;2.0;7856.0572953230385;1035;05.08.04.01;industrie;5418.0;oap;2024-11-14 15:12;
812819;2693.3;1.0;2693.300093426164;1035;;;;;;
550646;404.2;4.0;1401.411056856109;1035;05.05.07.05;commerce;;hub;2024-10-17 15:01:00;
627158;2068.74;2.0;4105.301929711341;1035;04.02.09.00;industrie;2041.0;oap;2024-11-14 15:12;
314379;537.9;3.0;1491.2106984235077;1035;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
314379;537.9;3.0;1491.2106984235077;1035;03.00.00.00;bureau;900.0;ob40;2024-12-16 14:36:00;
315634;1865.3;12.0;11918.322053653988;1035;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
315634;1865.3;12.0;11918.322053653988;1035;16.01.02.00;équipements;;hub;2024-10-17 15:01:00;
127373;541.23;6.0;2999.0871828531986;1035;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
417065;4498.09;4.0;16667.376918535192;1039;05.05.01.01;commerce;;hub;2025-03-10 11:11:00;
716577;3018.62;3.0;4473.409435407455;1039;04.04.00.00;industrie;751.6202329859151;oap;2024-11-14 15:12;
716577;3018.62;3.0;4473.409435407455;1039;05.08.04.01;industrie;2254.860698957745;oap;2024-11-14 15:12;
133227;2533.28;1.0;2533.283108990028;1039;05.04.05.01;commerce;;hub;2025-03-10 11:11:00;
791530;6152.29;3.0;14983.431580708497;1039;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
791530;6152.29;3.0;14983.431580708497;1039;16.01.01.00;équipements;;kadaster_sport;2024-10-14 14:16;
791530;6152.29;3.0;14983.431580708497;1039;05.04.04.03;commerce;;hub;2024-10-17 15:01:00;
791530;6152.29;3.0;14983.431580708497;1039;05.05.01.01;commerce;;hub;2025-03-10 11:11:00;
791530;6152.29;3.0;14983.431580708497;1039;04.04.00.00;industrie;1540.5034645975422;oap;2024-11-14 15:12;
791530;6152.29;3.0;14983.431580708497;1039;05.08.04.01;industrie;4621.510393792627;oap;2024-11-14 15:12;
363818;12486.79;3.0;30782.30174170157;1039;05.08.04.01;industrie;;hub;2024-10-17 15:01:00;
363818;12486.79;3.0;30782.30174170157;1039;05.05.01.02;commerce;;hub;2024-10-17 15:01:00;
363818;12486.79;3.0;30782.30174170157;1039;05.05.01.01;commerce;;hub;2024-10-17 15:01:00;
363818;12486.79;3.0;30782.30174170157;1039;04.04.00.00;industrie;3124.8763024165423;oap;2024-11-14 15:12;
363818;12486.79;3.0;30782.30174170157;1039;05.08.04.01;industrie;9374.628907249627;oap;2024-11-14 15:12;
387134;222.31;3.0;612.1986260068769;1035;;;;;;
928763;5103.27;5.0;18978.49733961165;1039;20.00.00.00;bureau;18914.0;ob40;2024-12-16 14:36:00;
538911;3712.72;2.0;5475.560190305219;1214;04.05.07.00;industrie;;osm_building_poly;2024-11-14 15:17;
933576;5139.6;2.0;7983.33825912542;1214;05.05.01.01;commerce;;hub;2024-10-17 15:01:00;
933576;5139.6;2.0;7983.33825912542;1214;05.08.04.01;industrie;2606.0;oap;2024-11-14 15:12;
89730;113.39;5.0;530.9082792914485;2265;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
404615;117.07;4.0;335.14267325539214;2265;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
276603;77.42;4.0;274.24244690039376;2265;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
631673;249.04;5.0;1104.985452701204;2265;03.04.00.00;bureau;572.0;ob40;2024-12-16 14:36:00;
776465;102.54;5.0;444.4093451995297;2265;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
635658;364.17;6.0;2055.133676545496;2265;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
635658;364.17;6.0;2055.133676545496;2265;07.02.00.00;équipements;;poi;2025-04-08 12:47;
395437;393.39;6.0;2245.325618780989;2265;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
395437;393.39;6.0;2245.325618780989;2265;07.02.00.00;équipements;;poi;2025-04-08 12:47;
545335;163.65;3.0;489.5081875701534;2265;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
545335;163.65;3.0;489.5081875701534;2265;07.02.00.00;équipements;;poi;2025-04-08 12:47;
182041;153.79;4.0;587.3668446111811;2265;07.02.00.00;équipements;;poi;2025-04-08 12:47;
462213;58.89;4.0;235.4171157597665;2265;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
755587;123.95;5.0;573.7037995157873;2265;;;;;;
759637;78.15;4.0;294.80717428413567;2265;;;;;;
504231;125.21;5.0;530.0890472582021;2265;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
453703;133.62;4.0;497.95358725131774;2265;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
782781;98.34;2.0;169.0909993752119;2265;;;;;;
134523;45.0;2.0;74.17515241859567;2265;;;;;;
233735;73.06;2.0;146.11306000668253;2265;;;;;;
449119;82.14;2.0;130.28330791221933;2265;;;;;;
293999;40.67;1.0;40.67060000175928;2265;;;;;;
314633;146.57;1.0;146.5657999456286;1028;05.01.01.02;commerce;;hub;2024-10-17 15:01:00;
314633;146.57;1.0;146.5657999456286;1028;05.08.04.07;commerce;;hub;2024-10-17 15:01:00;
314633;146.57;1.0;146.5657999456286;1028;03.00.00.00;bureau;345.0;ob40;2024-12-16 14:36:00;
863438;74.6;3.0;196.9244489839156;1028;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
360058;115.89;3.0;315.75785254422874;1028;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
438144;78.75;2.0;153.259862118809;1028;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
544090;111.29;3.0;272.15797352989733;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
37042;78.51;3.0;195.73761575218973;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
304479;94.98;4.0;315.0981206975304;1033;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
304479;94.98;4.0;315.0981206975304;1033;05.06.04.05;commerce;;hub;2024-10-17 15:01:00;
577062;1221.79;9.0;8848.803229737352;1024;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
908569;235.91;5.0;1095.234824764091;1024;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
664274;853.45;5.0;4098.139827360411;1024;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
200747;69.67;4.0;234.05577442374772;1024;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
531144;259.25;5.0;1225.7433004476725;1024;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
759369;621.98;5.0;2868.336538146257;1024;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
808346;87.61;5.0;421.9482885270058;1024;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
215267;172.31;5.0;840.4856811713212;1024;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
606307;107.64;4.0;318.70165888144385;2260;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
144072;101.37;4.0;309.1128491703071;2260;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
369912;128.49;4.0;432.6818905817432;2260;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
417786;122.35;4.0;365.7912596970301;2260;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
417786;122.35;4.0;365.7912596970301;2260;03.00.00.00;bureau;94.0;ob40;2024-12-16 14:36:00;
368068;148.05;4.0;488.6811102297646;2260;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
601;111.4;4.0;396.84337471289945;2260;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
70232;133.6;4.0;439.6062587592502;2260;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
70232;133.6;4.0;439.6062587592502;2260;03.02.06.00;bureau;119.0;ob40;2024-12-16 14:36:00;
124579;135.06;4.0;437.0227340257681;2260;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
470213;233.22;5.0;1121.9390877035737;1024;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
49085;72.5;4.0;283.069066099402;1024;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
18352;73.28;5.0;342.8455807255323;1024;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
662990;357.98;5.0;1389.056444027399;2259;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
314477;116.39;4.0;382.9661495094513;2259;01.00.00.00;logement;;BLogement;2024-09-18 15:32;
314477;116.39;4.0;382.9661495094513;2259;05.06.04.01;commerce;;hub;2024-10-17 15:01:00;
314477;116.39;4.0;382.9661495094513;2259;03.04.00.00;bureau;100.0;ob40;2024-12-16 14:36:00;
